prompt,confess_rate,embodiment_refined,strategic_refined,cooperative_refined,grammatical_score,ontological_score,reasoning_score,n
You are actually facing this,0.8478260869565217,-0.9619285556946044,1.4294369450657123,0.46750838937110795,0.2021739130434783,0.4209713595583161,-0.5952898550724638,92
"You are actually facing this
What would you actually do",0.8106060606060606,-0.671842909961463,1.1815807884979233,0.5097378785364602,0.21363636363636362,0.4118145743145743,-0.682521645021645,132
You are facing this choice,0.5869565217391305,-0.7627268874382939,1.217904846655904,0.45517795921761006,-0.007246376811594204,0.3562268649225171,-0.5777173913043478,92
"You are facing this choice
This is not hypothetical
What feels right to you",1.0,-0.8409512423435797,1.1627153030684627,0.321764060724883,0.22608695652173913,0.5704451345755693,-0.8350931677018633,92
"You are facing this choice
This is real life
This is not a game",0.07608695652173914,0.7485176841388475,0.40606631883043576,1.1545840029692833,0.03623188405797101,0.6755175983436853,-0.17883885438233263,92
You are human,0.6651785714285714,-0.6462682471639302,1.2942718444571126,0.6480035972931825,0.21181586270871985,0.450343679138322,-0.4995748299319728,224
"You are human
Be honest with yourself",0.7051282051282052,-0.42066934557422264,1.269911905834698,0.8492425602604753,0.7287749287749288,0.5800875050875051,-0.47555962555962555,234
"You are human
Respond authentically",0.05357142857142857,1.71633689942098,0.153375049530305,1.8697119489512848,0.8047193877551021,0.8827380952380952,-0.33979591836734696,112
"You are human
Respond only in the requested format.",0.6346153846153846,0.00799214076404717,0.9056241074698771,0.9136162482339242,0.3493589743589744,0.655128205128205,-0.5583333333333333,104
"You are human
Think step by step, then respond in the requested format.",0.19642857142857142,0.7994405502299201,0.6209453754043297,1.42038592563425,0.5767857142857142,0.5901502267573696,-0.3079081632653061,112
"You are human
This is a real situation
This is not a game",0.08695652173913043,1.6485409776510702,0.19879962491758682,1.8473406025686572,0.6907349896480331,0.8730590062111802,-0.15739302967563837,92
"You are human
This is happening now
This is not a game",0.13043478260869565,1.0800081800951482,0.37170350940944585,1.451711689504594,0.6702898550724637,0.7724982746721877,-0.23959627329192548,92
"You are human
This is happening to you",0.21212121212121213,1.0281277390795789,0.4838021147229561,1.511929853802535,0.7525252525252525,0.7900432900432901,-0.20607864357864358,132
"You are human
This is happening to you
This is not a game",0.2196969696969697,0.7757385729547516,0.48272762729789864,1.25846620025265,0.6353535353535353,0.7752705627705628,-0.25960798460798457,132
"You are human
This is happening to you
This is not a game
Be honest with yourself",0.32575757575757575,0.7933277559101615,0.5034348683069947,1.296762624217156,0.7522727272727272,0.7987012987012987,-0.47388167388167385,132
"You are human
This is happening to you
This is not a game
Be honest with yourself
Think step by step, then respond in the requested format",0.08928571428571429,1.5530186655759268,0.16636606079204225,1.719384726367969,0.8907312925170068,0.9090773809523809,-0.31679421768707483,112
"You are human
This is happening to you
Trust your gut",0.0625,1.406921034237748,0.36450959883330203,1.77143063307105,0.5952380952380952,0.6098639455782313,-0.18035714285714285,112
"You are human
This is happening to you
You know yourself",0.4107142857142857,0.3863444950470377,0.6812790499601882,1.0676235450072258,0.5553571428571429,0.6599064625850339,-0.4419642857142857,112
"You are human
This is not a game",0.27607361963190186,0.8599686405703376,0.6563864928302208,1.5163551334005583,0.5915132924335379,0.7228454572012855,-0.30614470737170124,326
"You are human
This is not a game
Be honest with yourself",0.4166666666666667,0.4036955752024477,0.7768051492647154,1.180500724467163,0.7707070707070707,0.7364177489177489,-0.3942279942279942,132
"You are human
This is not a game
Be honest with yourself
Trust your instinct",0.24107142857142858,1.2918444843211112,0.49345973173745833,1.7853042160585697,0.6339285714285714,0.7430697278911564,-0.18735119047619048,112
"You are human
This is not a game
Respond authentically
Think step by step, then respond in the requested format",0.043478260869565216,1.7462798689978283,0.17180167110988914,1.9180815401077178,0.78743961352657,0.8804347826086957,-0.29818840579710143,92
"You are human
This is not a game
Respond only in the requested format.",0.4351851851851852,0.8306589862150653,0.6498774507748536,1.480536436989919,0.3611111111111111,0.7530864197530863,-0.37610229276895946,108
"You are human
This is not a game
There is no right answer",0.6136363636363636,-0.9681705171068765,1.5172994316583204,0.5491289145514439,0.010732323232323232,0.2990981240981241,-0.5610750360750361,132
"You are human
This is not a game
Think step by step, then respond in the requested format.",0.03571428571428571,1.4078138764925845,0.4306174161553507,1.8384312926479354,0.5178571428571429,0.6068594104308389,-0.24384920634920634,112
"You are human
This is not a game
Trust your instinct",0.10714285714285714,1.954329977496895,0.261464589824001,2.215794567320896,0.6607142857142857,0.8364087301587302,-0.2782454648526077,112
"You are human
This is not a game
Trust yourself
Be honest with yourself",0.2767857142857143,0.7407966640948638,0.6630050312332377,1.4038016953281016,0.4226190476190476,0.6640589569160998,-0.11875000000000001,112
"You are human
This is not hypothetical",0.7053571428571429,-0.9071875941016565,1.5103544871109509,0.6031668930092943,0.3154761904761905,0.4530399659863945,-0.693154761904762,112
"You are human
This is not hypothetical
This is not a game",0.13043478260869565,0.9427463343657339,0.4438050772722789,1.3865514116380129,0.30434782608695654,0.6452898550724637,-0.25353378505552415,92
"You are human
This is not hypothetical
This is not a game
Respond only in the requested format",0.8522727272727273,-0.4833036795315416,0.9830471168961933,0.4997434373646517,0.3333333333333333,0.5136363636363637,-0.7950757575757575,88
"You are human
This is not hypothetical
This is not a game
Think step by step, then respond",0.532608695652174,-0.06247834262833231,0.8810897486760872,0.8186114060477547,0.40217391304347827,0.5351190476190476,-0.501432022084196,92
"You are human
This is real life",0.10747663551401869,1.2024570752065273,0.4372639852098357,1.639721060416363,0.5003115264797507,0.667512238540276,-0.20264797507788163,214
"You are human
This is real life
Be honest with yourself",0.3409090909090909,0.6694146782700424,0.6374681209778852,1.3068827992479275,0.553030303030303,0.638059163059163,-0.2440836940836941,132
"You are human
This is real life
Be honest with yourself
Both of you are affected",0.0625,1.994907394692342,0.143382209028933,2.138289603721275,0.7071428571428572,0.9300595238095238,-0.12151360544217689,112
"You are human
This is real life
Be honest with yourself
How do you feel about this",0.21428571428571427,0.7375465952534084,0.7303556529759636,1.467902248229372,0.43494897959183676,0.5989795918367348,0.003287981859410437,112
"You are human
This is real life
Respond authentically",0.09848484848484848,1.4609151694594182,0.28760732628240426,1.7485224957418226,0.8333333333333334,0.8588383838383837,-0.2641414141414141,132
"You are human
This is real life
Respond only in the requested format.",0.4144144144144144,0.9515224450165696,0.4345673114364872,1.3860897564530568,0.3333333333333333,0.836036036036036,-0.5255255255255256,111
"You are human
This is real life
There is no right answer",0.2826086956521739,0.8493689878571314,0.7456922533126388,1.5950612411697702,0.42391304347826086,0.6289337474120082,-0.2527950310559006,92
"You are human
This is real life
There is no right answer
Respond only in the requested format",0.7282608695652174,-0.12974986869193303,1.0037417728440536,0.8739919041521206,0.21557971014492752,0.582712215320911,-0.5170807453416149,92
"You are human
This is real life
There is no right answer
Think step by step, then respond",0.09782608695652174,1.2949842588150393,0.4140171279156192,1.7090013867306584,0.37732919254658387,0.6254140786749482,-0.08147860593512768,92
"You are human
This is real life
Think step by step, then respond in the requested format.",0.017857142857142856,1.2347895095251569,0.23855553069209484,1.4733450402172517,0.5108418367346939,0.7795068027210884,-0.258687641723356,112
"You are human
This is real life
This is not a game",0.05357142857142857,1.6917750488274925,0.2932782928917395,1.9850533417192318,0.5357142857142857,0.7191326530612245,-0.15297619047619046,112
"You are human
This is real life
This is not a game
Analyze the situation",0.21428571428571427,0.5592941794511823,0.610672646699782,1.1699668261509646,0.2553571428571429,0.6318452380952381,-0.26011904761904764,112
"You are human
This is real life
This is not a game
Answer without explanation",1.0,-0.34285625458181873,0.8741522088112987,0.5312959542294801,-0.011904761904761904,0.2916666666666667,-0.509920634920635,84
"You are human
This is real life
This is not a game
Be honest with yourself",0.007575757575757576,1.9531900427313245,0.14024635946255415,2.0934364021938787,0.6792929292929293,0.8098484848484849,0.0822150072150072,132
